--------------  Ecart radiaux  -----------
 Rayon   Ecart
 0.000000 0.063012
 200.000000 0.068054
 400.000000 0.084644
 600.000000 0.113166
 800.000000 0.144519
 1000.000000 0.174833
 1200.000000 0.202429
 1400.000000 0.227954
 1600.000000 0.255466
 1800.000000 0.292684
 2000.000000 0.349483
 2200.000000 0.445467
 2400.000000 0.566378
 2600.000000 0.700019
 2800.000000 0.810836
 3000.000000 0.857313
 3200.000000 0.840802
 3400.000000 0.978451
 3600.000000 1.749073
 3609.699573 1.815357
--------------  Ecart plani  -----------
Im.X Im.Y  PhG.X Phg.Y Ec
5897.640000 3943.520000 -0.493060 -0.554710 0.742166
5897.640000 3557.216000 -0.392732 -0.375236 0.543176
5897.640000 3170.912000 -0.519422 -0.340093 0.620856
5897.640000 2784.608000 -0.647523 -0.289623 0.709343
5897.640000 2398.304000 -0.746077 -0.215103 0.776467
5897.640000 2012.000000 -0.828642 -0.127079 0.838330
5897.640000 1625.696000 -0.900869 -0.031200 0.901409
5897.640000 1239.392000 -0.947957 0.063724 0.950097
5897.640000 853.088000 -0.938970 0.133863 0.948465
5897.640000 466.784000 -0.877589 0.157086 0.891538
5897.640000 80.480000 -0.972968 0.252325 1.005154
5319.912000 3943.520000 -0.335384 -0.405956 0.526576
5319.912000 3557.216000 -0.410674 -0.359542 0.545824
5319.912000 3170.912000 -0.427563 -0.273119 0.507350
5319.912000 2784.608000 -0.435289 -0.189949 0.474929
5319.912000 2398.304000 -0.460696 -0.119527 0.475949
5319.912000 2012.000000 -0.511307 -0.053729 0.514122
5319.912000 1625.696000 -0.589518 0.020069 0.589859
5319.912000 1239.392000 -0.697374 0.116194 0.706988
5319.912000 853.088000 -0.828230 0.245798 0.863934
5319.912000 466.784000 -0.943912 0.393696 1.022725
5319.912000 80.480000 -0.959189 0.478692 1.072003
4742.184000 3943.520000 -0.218235 -0.329158 0.394933
4742.184000 3557.216000 -0.195712 -0.215081 0.290797
4742.184000 3170.912000 -0.190448 -0.134099 0.232922
4742.184000 2784.608000 -0.211849 -0.081374 0.226939
4742.184000 2398.304000 -0.250502 -0.038532 0.253448
4742.184000 2012.000000 -0.296421 0.005620 0.296474
4742.184000 1625.696000 -0.345943 0.055226 0.350324
4742.184000 1239.392000 -0.404588 0.115285 0.420693
4742.184000 853.088000 -0.487465 0.202136 0.527713
4742.184000 466.784000 -0.609696 0.345265 0.700669
4742.184000 80.480000 -0.756001 0.552396 0.936312
4164.456000 3943.520000 -0.075530 -0.203338 0.216913
4164.456000 3557.216000 -0.077605 -0.118547 0.141690
4164.456000 3170.912000 -0.105613 -0.075707 0.129945
4164.456000 2784.608000 -0.146785 -0.043392 0.153065
4164.456000 2398.304000 -0.190433 -0.004414 0.190484
4164.456000 2012.000000 -0.231547 0.045099 0.235898
4164.456000 1625.696000 -0.267146 0.101993 0.285954
4164.456000 1239.392000 -0.296130 0.159419 0.336314
4164.456000 853.088000 -0.325474 0.217367 0.391385
4164.456000 466.784000 -0.374768 0.302606 0.481686
4164.456000 80.480000 -0.465173 0.469668 0.661040
3586.728000 3943.520000 -0.005438 -0.149421 0.149520
3586.728000 3557.216000 -0.024994 -0.096738 0.099914
3586.728000 3170.912000 -0.053495 -0.068652 0.087033
3586.728000 2784.608000 -0.082300 -0.036540 0.090047
3586.728000 2398.304000 -0.109864 0.006039 0.110030
3586.728000 2012.000000 -0.138297 0.060027 0.150762
3586.728000 1625.696000 -0.167190 0.126034 0.209373
3586.728000 1239.392000 -0.192297 0.196343 0.274825
3586.728000 853.088000 -0.211095 0.257137 0.332687
3586.728000 466.784000 -0.230600 0.316183 0.391342
3586.728000 80.480000 -0.267457 0.430603 0.506905
3009.000000 3943.520000 0.043609 -0.153240 0.159324
3009.000000 3557.216000 0.027132 -0.108215 0.111564
3009.000000 3170.912000 0.011910 -0.078000 0.078904
3009.000000 2784.608000 -0.001456 -0.040832 0.040858
3009.000000 2398.304000 -0.014139 0.003534 0.014574
3009.000000 2012.000000 -0.027815 0.056541 0.063012
3009.000000 1625.696000 -0.043310 0.123846 0.131200
3009.000000 1239.392000 -0.060019 0.200980 0.209750
3009.000000 853.088000 -0.076386 0.270085 0.280679
3009.000000 466.784000 -0.091270 0.328463 0.340908
3009.000000 80.480000 -0.105415 0.426704 0.439533
2431.272000 3943.520000 0.101212 -0.196974 0.221456
2431.272000 3557.216000 0.088773 -0.140875 0.166512
2431.272000 3170.912000 0.084468 -0.104020 0.133996
2431.272000 2784.608000 0.082227 -0.063345 0.103798
2431.272000 2398.304000 0.080452 -0.016031 0.082033
2431.272000 2012.000000 0.079835 0.039262 0.088967
2431.272000 1625.696000 0.079082 0.106431 0.132595
2431.272000 1239.392000 0.074496 0.181121 0.195842
2431.272000 853.088000 0.064747 0.250043 0.258290
2431.272000 466.784000 0.056711 0.317273 0.322302
2431.272000 80.480000 0.063956 0.433944 0.438632
1853.544000 3943.520000 0.189723 -0.288717 0.345474
1853.544000 3557.216000 0.168213 -0.204701 0.264949
1853.544000 3170.912000 0.165507 -0.152065 0.224758
1853.544000 2784.608000 0.172240 -0.105811 0.202145
1853.544000 2398.304000 0.181626 -0.054866 0.189732
1853.544000 2012.000000 0.191236 0.003448 0.191267
1853.544000 1625.696000 0.198890 0.068930 0.210496
1853.544000 1239.392000 0.202481 0.137753 0.244896
1853.544000 853.088000 0.206102 0.208738 0.293342
1853.544000 466.784000 0.224894 0.302203 0.376701
1853.544000 80.480000 0.275719 0.465513 0.541039
1275.816000 3943.520000 0.340910 -0.435607 0.553148
1275.816000 3557.216000 0.306597 -0.325448 0.447122
